Case,OCC_DATE,OCC_TIME,CASE_STATUS_DESC,UCR,UCR_EXT_CODE,OFFENSE_DESC,Bias Type,LOC_CODE,Location_Description,DeIdentifiedLocation,X_COORDINATE,Y_COORDINATE
2011542025,12/15/2011 0:00,1315,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,5312,5312-0,DISTURBING THE PEACE,ANTI-BLACK,22,SCHOOL/COLLEGE,900 BLOCK S HAZEL CT,3132883,1680210
20127195,1/1/2012 0:00,1400,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,1316,1316-0,THREATS TO INJURE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),12,GROCERY/SUPERMARKET                                                            ,1300 BLOCK N KRAMERIA ST,3163858,1694063
201214560,1/11/2012 0:00,1445,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1313,1313-0,ASSAULT - SIMPLE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E 28TH AVE / N YORK ST,3151888,1701061
201220334,1/15/2012 0:00,2210,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,18,PARKING LOT/GARAGE                                                             ,8300 BLOCK E 36TH AVE,3171278,1704975
201227431,1/21/2012 0:00,0,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-BLACK,12,GROCERY/SUPERMARKET                                                            ,1300 BLOCK N SPEER BLVD,3141191,1693918
201237631,1/28/2012 0:00,114,INACTIVE,1316,1316-0,THREATS TO INJURE,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,2300 BLOCK LAWRENCE ST,3144043,1700323
201245334,2/2/2012 0:00,1730,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,4000 BLOCK E MLK BLVD,3157291,1702842
201245334,2/2/2012 0:00,1730,INACTIVE,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,4000 BLOCK E MLK BLVD,3157291,1702842
201261681,2/15/2012 0:00,140,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1700 BLOCK WAZEE ST,3141119,1699298
2012114943,3/20/2012 0:00,2000,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,2900 BLOCK LAWRENCE ST,3146182,1702694
2012118391,3/23/2012 0:00,110,REFUSED BY DA - OTHER REASON,1313,1313-0,ASSAULT - SIMPLE,ANTI-ISLAMIC,3,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK MARKET ST,3140685,1697960
2012118391,3/23/2012 0:00,110,REFUSED BY DA - OTHER REASON,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-ISLAMIC,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK MARKET ST,3140685,1697960
2012123447,3/23/2012 0:00,838,INACTIVE,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-HOMOSEXUAL (GAY AND LESBIAN),25,OTHER/UNKNOWN                                                                  ,2600 BLOCK S FILLMORE ST,3154112,1668705
2012128043,3/28/2012 0:00,2310,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E FLORIDA AVE / S PEARL ST,3146215,1676409
2012153588,4/14/2012 0:00,2040,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),10,FIELD/WOODS (DOES NOT INCLUDE PARKS)                                           ,400 BLOCK E SPEER BLVD,3145349,1688625
2012157351,4/16/2012 0:00,1300,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,5309,5309-0,HARASSMENT,ANTI-JEWISH,22,SCHOOL/COLLEGE,1600 BLOCK N ESPLANADE PKWY,3152941,1695469
2012166858,4/23/2012 0:00,400,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,16TH ST / LARIMER ST,3141314,1698169
2012175008,4/28/2012 0:00,249,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-ISLAMIC,3,BAR/NIGHT CLUB                                                                 ,1500 BLOCK MARKET ST,3140819,1698229
2012189495,5/6/2012 0:00,830,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,5212,5212-1,WEAPON-BY PREV OFFENDER-POWPO,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E 45TH AVE / N ARGONNE ST,3205455,1709083
2012189495,5/6/2012 0:00,830,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-2,MENACING - FELONY W/WEAP,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E 45TH AVE / N ARGONNE ST,3205455,1709083
2012231491,5/30/2012 0:00,1910,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-0,AGGRAVATED ASSAULT,ANTI-HISPANIC,18,PARKING LOT/GARAGE                                                             ,4500 BLOCK E JEWELL AVE,3159110,1673716
2012236711,6/2/2012 0:00,330,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,2100 BLOCK DELGANY ST,3141330,1701365
2012276288,6/24/2012 0:00,330,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E 11TH AVE / N GRANT ST,3145236,1692590
2012292179,7/3/2012 0:00,853,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1316,1316-0,THREATS TO INJURE,ANTI-JEWISH,20,RESIDENCE/HOME                                                                 ,8100 BLOCK E UNION AVE,3170706,1654612
20126005155,7/6/2012 0:00,0,INACTIVE,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1300 BLOCK N ADAMS ST,3155218,1693801
2012303045,7/8/2012 0:00,100,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-0,CRIMINAL MISCHIEF - OTHER,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,4000 BLOCK S WISTERIA WAY,3172520,1658667
2012303045,7/8/2012 0:00,100,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-BLACK,18,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,4000 BLOCK S WISTERIA WAY,3172520,1658667
2012303136,7/8/2012 0:00,100,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-0,CRIMINAL MISCHIEF - OTHER,ANTI-CATHOLIC,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,3900 BLOCK S WISTERIA CT,3172420,1660106
2012303136,7/8/2012 0:00,100,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-CATHOLIC,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,3900 BLOCK S WISTERIA CT,3172420,1660106
2012322120,7/11/2012 0:00,2340,INACTIVE,5309,5309-0,HARASSMENT,ANTI-HOMOSEXUAL (GAY AND LESBIAN),20,RESIDENCE/HOME                                                                 ,3700 BLOCK N PECOS ST,3138642,1705185
2012311450,7/13/2012 0:00,145,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-WHITE,10,FIELD/WOODS (DOES NOT INCLUDE PARKS)                                           ,PARK AVEW / LAWRENCE ST,3143925,1700322
2012312549,7/13/2012 0:00,1805,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,7900 BLOCK E COLFAX AVE,3169825,1694867
2012321726,7/18/2012 0:00,1740,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1311,1311-0,AGG ASLT - POLICE - WEAPON,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,3700 BLOCK N OSCEOLA ST,3129742,1705084
2012321726,7/18/2012 0:00,1740,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1313,1313-4,CHILD ABUSE - SIMPLE,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,3700 BLOCK N OSCEOLA ST,3129742,1705084
2012321726,7/18/2012 0:00,1740,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-0,AGGRAVATED ASSAULT,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,3700 BLOCK N OSCEOLA ST,3129742,1705084
2012321726,7/18/2012 0:00,1740,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-2,MENACING - FELONY W/WEAP,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,3700 BLOCK N OSCEOLA ST,3129742,1705084
20125003364,7/24/2012 0:00,1500,REFUSED BY DA - INSUFFICIENT ID EVID,5309,5309-0,HARASSMENT,ANTI-BLACK,11,GOVERNMENT/PUBLIC BUILDING                                                     ,300 BLOCK W COLFAX AVE,3142877,1694969
2012344189,7/30/2012 0:00,1935,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-2,MENACING - FELONY W/WEAP,ANTI-HISPANIC,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,800 BLOCK N QUITMAN ST,3129135,1690977
2012389841,8/25/2012 0:00,15,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),16,LAKE/WATERWAY/BEACH                                                            ,1600 BLOCK LITTLE RAVEN ST,3139281,1700197
2012399787,8/28/2012 0:00,810,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,5309,5309-0,HARASSMENT,ANTI-HOMOSEXUAL (GAY AND LESBIAN),22,SCHOOL/COLLEGE,900 BLOCK S HAZEL CT,3132883,1680210
2012403951,8/31/2012 0:00,2300,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-0,AGGRAVATED ASSAULT,ANTI-WHITE,20,RESIDENCE/HOME                                                                 ,2400 BLOCK W MEXICO AVE,3136171,1675016
2012407712,9/3/2012 0:00,1410,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,5099,5099-0,OBSTRUCTING GOVT OPERATION,ANTI-HOMOSEXUAL (GAY AND LESBIAN),20,RESIDENCE/HOME                                                                 ,800 BLOCK N DEXTER ST,3159439,1691086
2012407712,9/3/2012 0:00,1410,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,5006,5006-0,INTIMIDATION OF A WITNESS,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,RESIDENCE/HOME                                                                 ,800 BLOCK N DEXTER ST,3159439,1691086
2012407712,9/3/2012 0:00,1410,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-HOMOSEXUAL (GAY AND LESBIAN),18,RESIDENCE/HOME                                                                 ,800 BLOCK N DEXTER ST,3159439,1691086
2012443545,9/23/2012 0:00,1750,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1316,1316-0,THREATS TO INJURE,ANTI-WHITE,20,RESIDENCE/HOME                                                                 ,800 BLOCK N LIPAN ST,3140086,1691148
2012458701,9/30/2012 0:00,1230,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),3,BAR/NIGHT CLUB                                                                 ,2000 BLOCK LARIMER ST,3142944,1699722
2012460971,10/3/2012 0:00,1545,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-0,CRIMINAL MISCHIEF - OTHER,ANTI-BLACK,20,RESIDENCE/HOME                                                                 ,2800 BLOCK N GARFIELD ST,3156186,1701193
2012470400,10/3/2012 0:00,900,INACTIVE,1316,1316-0,THREATS TO INJURE,ANTI-ISLAMIC,21,RESTAURANT                                                                     ,1800 BLOCK E EVANS AVE,3150427,1672378
2012471265,10/8/2012 0:00,1200,INACTIVE,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-HISPANIC,5,COMMERCIAL/OFFICE BUILDING                                                     ,1600 BLOCK N VINE ST,3151131,1695542
2012471768,10/10/2012 0:00,1430,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2204,2204-0,BURGLARY - RESIDENCE NO FORCE,ANTI-BLACK,20,RESIDENCE/HOME                                                                 ,2800 BLOCK N GARFIELD ST,3156186,1701193
2012471768,10/10/2012 0:00,1430,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-BLACK,20,RESIDENCE/HOME                                                                 ,2800 BLOCK N GARFIELD ST,3156186,1701193
2012545217,11/24/2012 0:00,210,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK BLK CLARKSON / EMERSON ST,,
2012563984,12/5/2012 0:00,2255,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,4500 BLOCK S MONACO ST,3166184,1655058
201372349,2/13/2013 0:00,2045,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,800 BLOCK 16TH ST,3142469,1696960
201383397,2/20/2013 0:00,447,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,5309,5309-0,HARASSMENT,ANTI-JEWISH,4,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE                                                 ,3500 BLOCK S GLENCOE ST,3161501,1662948
201383397,2/20/2013 0:00,447,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,1316,1316-0,THREATS TO INJURE,ANTI-JEWISH,4,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE                                                 ,3500 BLOCK S GLENCOE ST,3161501,1662948
201393009,2/26/2013 0:00,1025,INACTIVE,5309,5309-0,HARASSMENT,ANTI-BLACK,24,SPECIALTY STORE                                                                ,200 BLOCK E 17TH AVE,3144957,1696054
2013143245,3/29/2013 0:00,1700,INACTIVE,1315,1315-2,MENACING - FELONY W/WEAP,ANTI-HOMOSEXUAL (GAY AND LESBIAN),18,PARKING LOT/GARAGE                                                             ,E EASTMAN AVE / S TAMARAC DR,3168931,1664936
20136003579,4/16/2013 0:00,1730,INACTIVE,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-MULTI-RACIAL GROUP,20,RESIDENCE/HOME                                                                 ,20500 BLOCK E 45TH AVE,3211356,1709449
2013187278,4/27/2013 0:00,2030,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-MULTI-RACIAL GROUP,1,AIR/BUS/TRAIN TERMINAL                                                         ,16TH ST / MARKET ST,3141063,1698412
2013187922,4/28/2013 0:00,230,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1315,1315-0,AGGRAVATED ASSAULT,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E 39TH AVE / N PEORIA ST,3183545,1706408
2013218827,5/16/2013 0:00,700,INACTIVE - EARLY CASE CLOSURE,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-CATHOLIC,20,RESIDENCE/HOME                                                                 ,8000 BLOCK E GIRARD AVE,3169920,1663798
2013227636,5/21/2013 0:00,1825,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,1316,1316-0,THREATS TO INJURE,ANTI-JEWISH,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,700 BLOCK S LEYDEN ST,3164578,1681245
2013226988,5/21/2013 0:00,515,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-WHITE,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,2200 BLOCK ARAPAHOE ST,3143952,1699719
2013242795,5/29/2013 0:00,900,INACTIVE,5309,5309-0,HARASSMENT,ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,4,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE                                                 ,1800 BLOCK N BROADWAY ST,3144206,1696702
2013243492,5/30/2013 0:00,2100,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK S ACOMA ST,3143911,1676720
2013250362,6/3/2013 0:00,1800,ARREST/CITATION - NOT PRESENTED/REFUSED BY DA,1313,1313-0,ASSAULT - SIMPLE,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,400 BLOCK E 11TH AVE,3145714,1692589
2013271816,6/15/2013 0:00,1,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),25,OTHER/UNKNOWN                                                                  ,13800 BLOCK E ALBROOK DR,3186521,1708959
2013272908,6/15/2013 0:00,1700,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,1313,1313-0,ASSAULT - SIMPLE,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,25TH ST / WELTON ST,3146075,1699553
2013272908,6/15/2013 0:00,1700,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,2399,2399-0,THEFT - OTHER,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,25TH ST / WELTON ST,3146075,1699553
2013447454,6/15/2013 0:00,1115,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,5309,5309-0,HARASSMENT,ANTI-ASIAN/PACIFIC ISLANDER,7,CONVENIENCE STORE                                                              ,4600 BLOCK N STEELE ST,3154937,1709999
2013273068,6/16/2013 0:00,1430,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E EVANS AVE / S DAHLIA ST,3159981,1672509
2013288037,6/24/2013 0:00,700,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,2999,2999-0,CRIMINAL MISCHIEF - OTHER,ANTI-HOMOSEXUAL (GAY AND LESBIAN),20,RESIDENCE/HOME                                                                 ,1800 BLOCK S QUEBEC WAY,3170571,1674383
2013290277,6/26/2013 0:00,5,INACTIVE,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK N TAMARAC ST,3170168,1694585
2013290277,6/26/2013 0:00,5,INACTIVE,5707,5707-0,CRIMINAL TRESPASSING,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK N TAMARAC ST,3170168,1694585
2013290277,6/26/2013 0:00,5,INACTIVE,1316,1316-0,THREATS TO INJURE,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,1400 BLOCK N TAMARAC ST,3170168,1694585
2013303673,7/2/2013 0:00,2100,INACTIVE,2999,2999-1,CRIMINAL MISCHIEF - MTR VEH,ANTI-ISLAMIC,18,PARKING LOT/GARAGE                                                             ,2100 BLOCK S BIRCH ST,3158739,1672220
2013323034,7/12/2013 0:00,2240,INACTIVE,5399,5399-0,PUBLIC PEACE OTHER,ANTI-ASIAN/PACIFIC ISLANDER,1,AIR/BUS/TRAIN TERMINAL                                                         ,1800 BLOCK S FEDERAL BLVD,3133701,1674074
2013341794,7/22/2013 0:00,1800,INACTIVE,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-MULTI-RACIAL GROUP,9,DRUG STORE/DR'S OFFICE/HOSPITAL                                                ,1700 BLOCK E 19TH AVE,3149929,1697218
2013378410,8/11/2013 0:00,2140,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,2999,2999-0,CRIMINAL MISCHIEF - OTHER,ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,7,CONVENIENCE STORE                                                              ,4400 BLOCK N SHERIDAN BLVD,3125677,1708611
2013378410,8/11/2013 0:00,2140,ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED,2999,2999-2,CRIMINAL MISCHIEF - GRAFFITI,ANTI-OTHER ETHNICITY/NATIONAL ORIGIN,7,CONVENIENCE STORE                                                              ,4400 BLOCK N SHERIDAN BLVD,3125677,1708611
2013381710,8/13/2013 0:00,1715,INACTIVE - EARLY CASE CLOSURE,2999,2999-0,CRIMINAL MISCHIEF - OTHER,ANTI-MULTI-RELIGION GROUP,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,2700 BLOCK S FOREST ST,3161018,1668339
2013391165,8/18/2013 0:00,1200,REFUSED BY DA - NO LIKELIHOOD OF CONVICTION,5309,5309-0,HARASSMENT,ANTI-HOMOSEXUAL (GAY AND LESBIAN),25,OTHER/UNKNOWN                                                                  ,700 BLOCK E 18TH AVE,3146829,1696664
2013404663,8/26/2013 0:00,0,INACTIVE,1315,1315-0,AGGRAVATED ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,S ALBION ST / E MEXICO AVE,3157757,1675127
2013404663,8/26/2013 0:00,0,INACTIVE,1315,1315-2,MENACING - FELONY W/WEAP,ANTI-MALE HOMOSEXUAL (GAY),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,S ALBION ST / E MEXICO AVE,3157757,1675127
2013409157,8/28/2013 0:00,1340,ARREST/CITATION - NOT PRESENTED/REFUSED BY DA,5312,5312-0,DISTURBING THE PEACE,ANTI-ISLAMIC,25,OTHER/UNKNOWN                                                                  ,1500 BLOCK COURT PL,3143674,1695455
2013409157,8/28/2013 0:00,1340,ARREST/CITATION - NOT PRESENTED/REFUSED BY DA,1313,1313-0,ASSAULT - SIMPLE,ANTI-ISLAMIC,25,OTHER/UNKNOWN                                                                  ,1500 BLOCK COURT PL,3143674,1695455
2013427933,9/7/2013 0:00,130,INACTIVE,1205,1205-0,ROBBERY - STREET,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,E COLFAX AVE / N PENNSYLVANIA ST,3145924,1694851
2013439775,9/13/2013 0:00,1650,ARREST/CITATION - NOT PRESENTED/REFUSED BY DA,1313,1313-0,ASSAULT - SIMPLE,ANTI-BLACK,10,FIELD/WOODS (DOES NOT INCLUDE PARKS)                                           ,1500 BLOCK ARAPAHOE ST,3141658,1697498
2013442565,9/15/2013 0:00,120,INACTIVE - PENDING LAB ANALYSIS RESULTS,1315,1315-0,AGGRAVATED ASSAULT,ANTI-HOMOSEXUAL (GAY AND LESBIAN),13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,BLAKE ST / 33RD ST,3146564,1704471
2013443944,9/15/2013 0:00,1120,INACTIVE,1313,1313-0,ASSAULT - SIMPLE,ANTI-BLACK,13,HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK                                             ,2200 BLOCK W ALAMEDA AVE,3136682,1684418
2013446333,9/17/2013 0:00,840,VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA,5309,5309-0,HARASSMENT,ANTI-BLACK,20,RESIDENCE/HOME                                                                 ,5100 BLOCK N ORLEANS CT,3214445,1713163
